BookURI_STYLO	WORD_COUNT	authorURI	BookCats	BookID	BookTitle
1383CabbasMahmudCaqqad_IbnRumi	77970	1383CabbasMahmudCaqqad	literary.criticism, biographies	38697931	ابن الرومي: حياته من شعره
1383CabbasMahmudCaqqad_IbrahimAbuAnbiya	51870	1383CabbasMahmudCaqqad	biographies	91929150	إبراهيم أبو الأنبياء
1383CabbasMahmudCaqqad_MaYuqalCanIslam	55637	1383CabbasMahmudCaqqad	literary.criticism	68360536	ما يقال عن الإسلام
1383CabbasMahmudCaqqad_MurajacatFiAdabWaFunun	46453	1383CabbasMahmudCaqqad	literary.criticism	90917939	مراجعات في الآداب والفنون
1383CabbasMahmudCaqqad_MutalacatFiKutubWaHayat	81760	1383CabbasMahmudCaqqad	literary.criticism	81581424	مطالعات في الكتب والحياة
1383CabbasMahmudCaqqad_QarnCishrun	48818	1383CabbasMahmudCaqqad	literature	94028070	القرن العشرون
1383CabbasMahmudCaqqad_RijalCaraftuhum	47396	1383CabbasMahmudCaqqad	biographies	95950851	رجال عرفتهم
1383CabbasMahmudCaqqad_SacatBaynaKutub	179031	1383CabbasMahmudCaqqad	literature	18605304	ساعات بين الكتب
1383CabbasMahmudCaqqad_SacdZaghlulZacimThawra	46954	1383CabbasMahmudCaqqad	biographies	47572963	سعد زغلول زعيم الثورة
1383CabbasMahmudCaqqad_ShacirAndalusi	44692	1383CabbasMahmudCaqqad	biographies	49613641	شاعر أندلسي وجائزة عالمية
1383CabbasMahmudCaqqad_Yasalunak	63247	1383CabbasMahmudCaqqad	literature	85807391	يسألونك
1383CabbasMahmudCaqqad_Yawmiyyat	100563	1383CabbasMahmudCaqqad	literature	17919704	يوميَّات
1392TahaHusayn_Adib	38585	1392TahaHusayn	novels	63728685	أديب
1392TahaHusayn_Alwan	104194	1392TahaHusayn	literature	14820685	ألوان
1392TahaHusayn_Ayyam	92547	1392TahaHusayn	biographies	62042949	الأيام
1392TahaHusayn_CalaHamishSira	133447	1392TahaHusayn	history	37420520	على هامش السيرة
1392TahaHusayn_FiAdabJahili	88870	1392TahaHusayn	literary.criticism	59309248	في الأدب الجاهلي
1392TahaHusayn_FitnaKubra1Cuthman	63688	1392TahaHusayn	history	83828042	الفتنة الكبرى (الجزء الأول): عثمان
1392TahaHusayn_FitnaKubra2CaliWaBanuhu	68300	1392TahaHusayn	history	46307961	الفتنة الكبرى (الجزء الثاني): علي وبنوه
1392TahaHusayn_FusulFiAdabWaNaqd	60240	1392TahaHusayn	literary.criticism	25864275	فصول في الأدب والنقد
1392TahaHusayn_HadithArbica	224879	1392TahaHusayn	literature	20958591	حديث الأربعاء
1392TahaHusayn_KhisamWaNaqd	46806	1392TahaHusayn	literary.criticism	75174724	خصام ونقد
1392TahaHusayn_Lahazat	76427	1392TahaHusayn	literary.criticism	16051859	لحظات
1392TahaHusayn_MacaAbiCalaFiSijnihi	41078	1392TahaHusayn	literature	59162414	مع أبي العلاء في سجنه
1392TahaHusayn_MacaMutanabbi	91657	1392TahaHusayn	literary.criticism	17153816	مع المتنبي
1392TahaHusayn_MaratIslam	54108	1392TahaHusayn	history	17506357	مرآة الإسلام
1392TahaHusayn_MinAdabTamthilGharbi	41329	1392TahaHusayn	literature	30525258	من أدب التمثيل الغربي
1392TahaHusayn_MinBacid	53196	1392TahaHusayn	literature	60473902	من بعيد
1392TahaHusayn_MinHadithShicrWaNathr	42757	1392TahaHusayn	literary.criticism	86392413	من حديث الشعر والنثر
1392TahaHusayn_MinHunak	52162	1392TahaHusayn	literature	47573815	من هناك
1392TahaHusayn_MustaqbalThaqafaFiMisr	86166	1392TahaHusayn	literature	91860682	مستقبل الثقافة في مصر
1392TahaHusayn_NaqdWaIslah	47835	1392TahaHusayn	literary.criticism	20806072	نقد وإصلاح
1392TahaHusayn_SawtBaris	74866	1392TahaHusayn	literature	42702649	صوت باريس
1392TahaHusayn_ShajaratBus	41900	1392TahaHusayn	novels	95048414	شجرة البؤس
1392TahaHusayn_Shaykhan	41981	1392TahaHusayn	history	94962085	الشيخان
1392TahaHusayn_SuhufMukhtara	43885	1392TahaHusayn	literature	20858508	صحف مختارة من الشعر التمثيلي عند اليونان
1392TahaHusayn_TajdidDhikriAbiCala	73997	1392TahaHusayn	literary.criticism	68583809	تجديد ذكرى أبي العلاء
